Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[individual]	Characteristics[stimulus]	Characteristics[organism part]	Characteristics[cell type]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[library construction]	Comment[end bias]	Comment[input molecule]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[READ_TYPE]	Comment[READ_INDEX]	Factor Value[stimulus]	Factor Value[organism part]	Factor Value[cell type]	Factor Value[single cell library construction]
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L001	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L001_I1_001.fastq.gz	SampleID_3_13dec18_S3_L001_I1_001.fastq.gz	ERR9871462	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871462/SampleID_3_13dec18_S3_L001_I1_001.fastq.gz	sample_barcode	index1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L001	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L001_R1_001.fastq.gz	SampleID_3_13dec18_S3_L001_R1_001.fastq.gz	ERR9871462	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871462/SampleID_3_13dec18_S3_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L001	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L001_R2_001.fastq.gz	SampleID_3_13dec18_S3_L001_R2_001.fastq.gz	ERR9871462	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871462/SampleID_3_13dec18_S3_L001_R2_001.fastq.gz	single	read2	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L002	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L002_I1_001.fastq.gz	SampleID_3_13dec18_S3_L002_I1_001.fastq.gz	ERR9871463	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871463/SampleID_3_13dec18_S3_L002_I1_001.fastq.gz	sample_barcode	index1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L002	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L002_R1_001.fastq.gz	SampleID_3_13dec18_S3_L002_R1_001.fastq.gz	ERR9871463	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871463/SampleID_3_13dec18_S3_L002_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L002	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L002_R2_001.fastq.gz	SampleID_3_13dec18_S3_L002_R2_001.fastq.gz	ERR9871463	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871463/SampleID_3_13dec18_S3_L002_R2_001.fastq.gz	single	read2	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L003	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L003_I1_001.fastq.gz	SampleID_3_13dec18_S3_L003_I1_001.fastq.gz	ERR9871464	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871464/SampleID_3_13dec18_S3_L003_I1_001.fastq.gz	sample_barcode	index1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L003	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L003_R1_001.fastq.gz	SampleID_3_13dec18_S3_L003_R1_001.fastq.gz	ERR9871464	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871464/SampleID_3_13dec18_S3_L003_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L003	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L003_R2_001.fastq.gz	SampleID_3_13dec18_S3_L003_R2_001.fastq.gz	ERR9871464	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871464/SampleID_3_13dec18_S3_L003_R2_001.fastq.gz	single	read2	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L004	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L004_I1_001.fastq.gz	SampleID_3_13dec18_S3_L004_I1_001.fastq.gz	ERR9871465	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871465/SampleID_3_13dec18_S3_L004_I1_001.fastq.gz	sample_barcode	index1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L004	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L004_R1_001.fastq.gz	SampleID_3_13dec18_S3_L004_R1_001.fastq.gz	ERR9871465	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871465/SampleID_3_13dec18_S3_L004_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 5	ERS12273095	SAMEA110174281	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Pool 1 8 mice	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	cell	P-MTAB-122683	P-MTAB-122678	P-MTAB-122679	Sample 5	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_13dec18_S3_L004	sequencing assay	ERX9416734	SampleID_3_13dec18_S3_L004_R2_001.fastq.gz	SampleID_3_13dec18_S3_L004_R2_001.fastq.gz	ERR9871465	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871465/SampleID_3_13dec18_S3_L004_R2_001.fastq.gz	single	read2	Oral immunization CT 7 days before	mesenteric lymph node	CTB tetramer binding T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L001	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L001_I1_001.fastq.gz	SampleID_3_14nov18_S3_L001_I1_001.fastq.gz	ERR9871466	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871466/SampleID_3_14nov18_S3_L001_I1_001.fastq.gz	sample_barcode	index1	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L001	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L001_R1_001.fastq.gz	SampleID_3_14nov18_S3_L001_R1_001.fastq.gz	ERR9871466	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871466/SampleID_3_14nov18_S3_L001_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L001	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L001_R2_001.fastq.gz	SampleID_3_14nov18_S3_L001_R2_001.fastq.gz	ERR9871466	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871466/SampleID_3_14nov18_S3_L001_R2_001.fastq.gz	single	read2	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L002	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L002_I1_001.fastq.gz	SampleID_3_14nov18_S3_L002_I1_001.fastq.gz	ERR9871467	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871467/SampleID_3_14nov18_S3_L002_I1_001.fastq.gz	sample_barcode	index1	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L002	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L002_R1_001.fastq.gz	SampleID_3_14nov18_S3_L002_R1_001.fastq.gz	ERR9871467	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871467/SampleID_3_14nov18_S3_L002_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L002	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L002_R2_001.fastq.gz	SampleID_3_14nov18_S3_L002_R2_001.fastq.gz	ERR9871467	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871467/SampleID_3_14nov18_S3_L002_R2_001.fastq.gz	single	read2	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L003	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L003_I1_001.fastq.gz	SampleID_3_14nov18_S3_L003_I1_001.fastq.gz	ERR9871468	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871468/SampleID_3_14nov18_S3_L003_I1_001.fastq.gz	sample_barcode	index1	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L003	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L003_R1_001.fastq.gz	SampleID_3_14nov18_S3_L003_R1_001.fastq.gz	ERR9871468	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871468/SampleID_3_14nov18_S3_L003_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L003	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L003_R2_001.fastq.gz	SampleID_3_14nov18_S3_L003_R2_001.fastq.gz	ERR9871468	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871468/SampleID_3_14nov18_S3_L003_R2_001.fastq.gz	single	read2	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L004	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L004_I1_001.fastq.gz	SampleID_3_14nov18_S3_L004_I1_001.fastq.gz	ERR9871469	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871469/SampleID_3_14nov18_S3_L004_I1_001.fastq.gz	sample_barcode	index1	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L004	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L004_R1_001.fastq.gz	SampleID_3_14nov18_S3_L004_R1_001.fastq.gz	ERR9871469	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871469/SampleID_3_14nov18_S3_L004_R1_001.fastq.gz	cell_barcode, umi_barcode	read1	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 4	ERS12273096	SAMEA110174282	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	Peyer's patch	CD3+ T cell	cell	P-MTAB-122677	P-MTAB-122678	P-MTAB-122679	Sample 4	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_3_14nov18_S3_L004	sequencing assay	ERX9416735	SampleID_3_14nov18_S3_L004_R2_001.fastq.gz	SampleID_3_14nov18_S3_L004_R2_001.fastq.gz	ERR9871469	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871469/SampleID_3_14nov18_S3_L004_R2_001.fastq.gz	single	read2	No pretreatment	Peyer's patch	CD3+ T cell	10x 5' v1
Sample 2	ERS12273097	SAMEA110174283	Mus musculus	C57BL/6	10 to 20	week	EFO	UO_0000034	adult	mixed	wild type genotype	Mouse 2	No pretreatment	mesenteric lymph node	CD3+ T cell	cell	P-MTAB-122681	P-MTAB-122678	P-MTAB-122679	Sample 2	PAIRED	RT-PCR	TRANSCRIPTOMIC SINGLE CELL	not applicable	ssRNA-seq	10x 5' v1	5 prime tag	polyA RNA	oligo-dT	10x	none	read2	0	98	0	read1	16	16	read2	10	0	index1	8	P-MTAB-122680	Genomics Core Facility. Sahlgrenska University Hospital, Gothenburg, Sweden	SampleID_4_14nov18_S4_L001	sequencing assay	ERX9416736	SampleID_4_14nov18_S4_L001_I1_001.fastq.gz	SampleID_4_14nov18_S4_L001_I1_001.fastq.gz	ERR9871470	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR987/ERR9871470/SampleID_4_14nov18_S4_L001_I1_001.fastq.gz	sample_barcode	index1	No pretreatment	mesenteric lymph node	CD3+ T cell	10x 5' v1
